下料批次,零件,面料,零件外轮廓线坐标
L0004,s000197,M0004,"[[11086.87000, 523.84000], [11086.87000, 505.84000], [10927.97000, 505.84000], [10913.76000, 523.84000], [10912.87000, 524.93000], [10912.87000, 531.93000], [10930.37000, 554.04000], [10949.87000, 554.04000], [10949.87000, 576.24000], [11086.87000, 576.24000], [11086.87000, 523.84000]]"
L0004,s000198,M0004,"[[10028.57000, 927.45000], [10028.57000, 973.14000], [10028.67000, 975.45000], [10028.86000, 977.64000], [10029.36000, 980.25000], [10029.96000, 982.85000], [10030.96000, 985.45000], [10032.07000, 987.75000], [10033.27000, 990.04000], [10034.77000, 992.45000], [10036.36000, 994.35000], [10038.17000, 996.25000], [10041.86000, 998.95000], [10045.86000, 1001.14000], [10050.17000, 1002.64000], [10054.27000, 1003.85000], [10058.57000, 1004.64000], [10062.67000, 1004.85000], [10066.27000, 1004.95000], [10259.86000, 1004.95000], [10263.46000, 1004.85000], [10267.46000, 1004.64000], [10271.86000, 1003.85000], [10275.96000, 1002.64000], [10280.17000, 1001.14000], [10284.27000, 998.95000], [10287.86000, 996.25000], [10289.77000, 994.35000], [10291.36000, 992.45000], [10292.86000, 990.04000], [10294.07000, 987.75000], [10295.17000, 985.45000], [10296.07000, 982.85000], [10296.77000, 980.25000], [10297.27000, 977.64000], [10297.36000, 975.45000], [10297.57000, 973.14000], [10297.57000, 912.45000], [10028.57000, 912.45000], [10028.57000, 927.45000]]"
L0004,s000199,M0004,"[[2150.33000, 859.31000], [2181.33000, 851.31000], [2196.93000, 847.60000], [2212.72000, 844.21000], [2228.62000, 841.30000], [2244.93000, 839.01000], [2254.62000, 838.01000], [2264.12000, 837.41000], [2273.62000, 837.41000], [2278.12000, 837.71000], [2282.62000, 838.10000], [2287.12000, 838.91000], [2291.43000, 839.80000], [2295.62000, 841.10000], [2299.53000, 842.60000], [2303.53000, 844.51000], [2307.43000, 846.81000], [2311.12000, 849.41000], [2314.53000, 852.21000], [2321.22000, 858.71000], [2321.83000, 859.51000], [2322.62000, 860.41000], [2323.33000, 861.31000], [2326.22000, 865.41000], [2328.93000, 869.81000], [2331.33000, 874.31000], [2333.62000, 879.10000], [2341.72000, 897.31000], [2346.53000, 896.31000], [2347.12000, 896.21000], [2348.83000, 895.81000], [2365.03000, 892.60000], [2381.22000, 889.60000], [2397.72000, 887.01000], [2414.12000, 884.60000], [2430.72000, 882.60000], [2447.22000, 880.81000], [2463.93000, 879.41000], [2472.22000, 878.81000], [2480.22000, 878.21000], [2497.03000, 877.41000], [2513.72000, 876.81000], [2530.22000, 876.51000], [2546.72000, 876.51000], [2568.43000, 877.21000], [2590.03000, 878.41000], [2611.62000, 880.01000], [2633.33000, 882.01000], [2676.53000, 886.81000], [2698.22000, 889.60000], [2719.93000, 892.71000], [2763.12000, 899.10000], [2816.83000, 907.51000], [2818.43000, 894.01000], [2818.72000, 891.81000], [2819.03000, 889.51000], [2820.72000, 877.71000], [2822.83000, 866.10000], [2825.33000, 854.81000], [2829.83000, 839.30000], [2835.22000, 823.91000], [2841.12000, 808.60000], [2847.03000, 794.10000], [2852.83000, 779.30000], [2858.22000, 764.10000], [2862.62000, 749.21000], [2866.12000, 734.21000], [2869.03000, 719.10000], [2869.83000, 713.30000], [2870.62000, 707.51000], [2871.22000, 701.71000], [2872.62000, 682.01000], [2873.12000, 662.51000], [2873.12000, 434.09000], [2872.62000, 414.51000], [2871.22000, 394.91000], [2870.62000, 389.01000], [2869.83000, 383.31000], [2869.03000, 377.41000], [2866.12000, 362.41000], [2862.62000, 347.31000], [2858.22000, 332.51000], [2852.93000, 317.31000], [2847.03000, 302.31000], [2841.12000, 287.91000], [2835.22000, 272.70000], [2829.83000, 257.20000], [2825.33000, 241.81000], [2822.83000, 230.51000], [2820.72000, 218.91000], [2819.03000, 207.01000], [2818.72000, 204.70000], [2818.43000, 202.31000], [2816.83000, 189.01000], [2763.03000, 197.41000], [2719.93000, 203.91000], [2698.22000, 206.91000], [2676.62000, 209.70000], [2633.33000, 214.61000], [2611.62000, 216.51000], [2590.12000, 218.11000], [2568.43000, 219.31000], [2546.83000, 220.11000], [2530.22000, 220.11000], [2513.83000, 219.81000], [2496.93000, 219.20000], [2480.43000, 218.31000], [2472.22000, 217.81000], [2463.93000, 217.11000], [2447.22000, 215.70000], [2430.72000, 213.91000], [2414.12000, 211.91000], [2397.72000, 209.51000], [2381.33000, 206.91000], [2365.03000, 203.91000], [2348.83000, 200.70000], [2348.33000, 200.61000], [2346.62000, 200.20000], [2341.72000, 199.20000], [2333.62000, 217.41000], [2331.33000, 222.20000], [2328.93000, 226.70000], [2326.22000, 231.11000], [2323.33000, 235.20000], [2322.62000, 236.11000], [2321.93000, 237.01000], [2321.22000, 237.81000], [2314.62000, 244.41000], [2311.12000, 247.11000], [2307.43000, 249.70000], [2303.53000, 252.01000], [2299.62000, 254.01000], [2295.62000, 255.41000], [2291.43000, 256.70000], [2287.12000, 257.61000], [2282.72000, 258.41000], [2278.22000, 258.91000], [2273.62000, 259.11000], [2264.12000, 259.11000], [2254.62000, 258.51000], [2244.93000, 257.51000], [2228.62000, 255.20000], [2212.72000, 252.31000], [2196.93000, 248.91000], [2181.33000, 245.20000], [2150.33000, 237.20000], [2140.62000, 234.70000], [2088.43000, 404.21000], [2102.72000, 409.51000], [2108.22000, 411.71000], [2113.43000, 413.81000], [2121.43000, 417.21000], [2128.93000, 421.01000], [2136.03000, 425.41000], [2140.12000, 428.51000], [2143.93000, 431.91000], [2147.43000, 435.59000], [2149.93000, 438.81000], [2152.22000, 442.21000], [2154.33000, 445.71000], [2157.33000, 451.91000], [2159.83000, 458.41000], [2161.83000, 465.09000], [2162.72000, 469.59000], [2163.53000, 474.09000], [2163.93000, 478.71000], [2164.12000, 483.31000], [2164.12000, 488.21000], [2163.93000, 493.31000], [2164.12000, 498.09000], [2164.12000, 502.59000], [2163.93000, 506.91000], [2163.62000, 510.41000], [2163.22000, 513.71000], [2162.53000, 518.31000], [2163.22000, 522.71000], [2163.53000, 524.91000], [2164.12000, 548.51000], [2164.12000, 553.41000], [2163.83000, 558.31000], [2163.33000, 562.71000], [2162.53000, 567.41000], [2161.43000, 573.21000], [2162.43000, 579.11000], [2163.12000, 584.01000], [2163.53000, 587.81000], [2163.93000, 603.31000], [2164.12000, 608.31000], [2164.12000, 613.21000], [2163.93000, 617.81000], [2163.53000, 622.41000], [2162.72000, 626.91000], [2161.83000, 631.41000], [2159.83000, 638.11000], [2157.33000, 644.61000], [2154.33000, 650.81000], [2152.22000, 654.31000], [2149.93000, 657.71000], [2147.43000, 660.91000], [2143.93000, 664.61000], [2140.12000, 668.01000], [2136.03000, 671.11000], [2128.93000, 675.51000], [2121.43000, 679.31000], [2113.43000, 682.71000], [2108.22000, 684.81000], [2102.72000, 687.01000], [2088.33000, 692.41000], [2140.62000, 861.81000], [2150.33000, 859.31000]]"
L0004,s000200,M0004,"[[7885.62000, 955.44000], [7882.62000, 956.24000], [7876.73000, 957.54000], [7870.62000, 958.64000], [7864.02000, 959.64000], [7857.42000, 960.44000], [7850.92000, 961.14000], [7849.73000, 961.24000], [7847.33000, 961.54000], [7846.23000, 961.64000], [7844.42000, 961.74000], [7843.92000, 961.74000], [7836.23000, 962.14000], [7828.12000, 962.44000], [7817.23000, 962.64000], [7806.23000, 962.64000], [7795.02000, 962.54000], [7783.92000, 962.14000], [7765.12000, 961.64000], [7745.92000, 961.24000], [7734.83000, 961.14000], [7731.33000, 961.14000], [7728.12000, 961.04000], [7720.33000, 961.04000], [7715.52000, 960.94000], [7689.33000, 960.94000], [7684.52000, 960.85000], [7679.73000, 960.94000], [7653.52000, 960.94000], [7648.73000, 961.04000], [7640.92000, 961.04000], [7637.73000, 961.14000], [7634.23000, 961.14000], [7623.12000, 961.24000], [7603.92000, 961.64000], [7585.12000, 962.14000], [7574.02000, 962.54000], [7562.83000, 962.64000], [7551.83000, 962.64000], [7540.92000, 962.44000], [7532.83000, 962.14000], [7525.12000, 961.74000], [7524.62000, 961.74000], [7522.83000, 961.64000], [7521.73000, 961.54000], [7519.33000, 961.24000], [7518.12000, 961.14000], [7511.62000, 960.44000], [7505.02000, 959.64000], [7498.42000, 958.64000], [7492.33000, 957.54000], [7486.42000, 956.24000], [7483.42000, 955.44000], [7482.83000, 955.35000], [7481.92000, 955.14000], [7477.42000, 953.94000], [7472.83000, 952.64000], [7470.23000, 951.85000], [7459.23000, 948.35000], [7461.92000, 1000.85000], [7462.73000, 1016.25000], [7537.62000, 1026.13000], [7539.92000, 1025.85000], [7548.23000, 1024.75000], [7556.52000, 1023.75000], [7564.42000, 1022.85000], [7566.62000, 1022.63000], [7567.12000, 1022.63000], [7567.73000, 1022.54000], [7568.02000, 1022.54000], [7573.12000, 1022.13000], [7577.83000, 1021.75000], [7583.12000, 1021.44000], [7588.23000, 1021.13000], [7594.42000, 1020.75000], [7603.02000, 1020.25000], [7621.83000, 1019.63000], [7633.83000, 1019.13000], [7637.52000, 1019.13000], [7641.12000, 1019.04000], [7641.42000, 1018.94000], [7643.12000, 1018.94000], [7650.42000, 1018.85000], [7665.92000, 1018.54000], [7679.33000, 1018.54000], [7682.23000, 1018.44000], [7686.83000, 1018.44000], [7689.73000, 1018.54000], [7703.12000, 1018.54000], [7718.62000, 1018.85000], [7725.92000, 1018.94000], [7727.62000, 1018.94000], [7728.12000, 1019.04000], [7731.52000, 1019.13000], [7735.23000, 1019.13000], [7747.23000, 1019.63000], [7766.02000, 1020.25000], [7774.62000, 1020.75000], [7780.83000, 1021.13000], [7786.02000, 1021.44000], [7791.23000, 1021.75000], [7795.92000, 1022.13000], [7801.02000, 1022.54000], [7801.33000, 1022.54000], [7801.92000, 1022.63000], [7802.42000, 1022.63000], [7804.62000, 1022.85000], [7812.62000, 1023.75000], [7820.83000, 1024.75000], [7829.12000, 1025.85000], [7831.42000, 1026.13000], [7906.33000, 1016.25000], [7907.12000, 1000.85000], [7909.83000, 948.35000], [7898.83000, 951.85000], [7896.23000, 952.64000], [7891.62000, 953.94000], [7887.12000, 955.14000], [7886.23000, 955.35000], [7885.62000, 955.44000]]"
L0004,s000201,M0004,"[[2058.96000, 841.38000], [1921.96000, 841.38000], [1921.96000, 873.38000], [2058.96000, 873.38000], [2058.96000, 841.38000]]"
L0004,s000202,M0004,"[[9424.30000, 1193.99000], [9666.30000, 1193.99000], [9671.60000, 1170.29000], [9674.91000, 1155.79000], [9678.51000, 1140.79000], [9681.10000, 1130.59000], [9682.30000, 1125.89000], [9686.41000, 1110.29000], [9690.60000, 1095.09000], [9693.20000, 1085.39000], [9519.20000, 1054.20000], [9512.20000, 1068.89000], [9508.70000, 1075.09000], [9504.70000, 1080.59000], [9502.60000, 1082.79000], [9500.20000, 1084.99000], [9497.51000, 1087.09000], [9494.60000, 1089.09000], [9491.60000, 1090.99000], [9488.51000, 1092.59000], [9482.01000, 1095.20000], [9475.20000, 1097.20000], [9468.20000, 1098.59000], [9457.41000, 1099.79000], [9446.41000, 1100.29000], [9435.20000, 1100.49000], [9413.41000, 1100.49000], [9402.20000, 1100.29000], [9391.20000, 1099.79000], [9380.41000, 1098.59000], [9373.41000, 1097.20000], [9366.60000, 1095.20000], [9360.10000, 1092.59000], [9357.01000, 1090.99000], [9354.01000, 1089.09000], [9351.10000, 1087.09000], [9348.41000, 1084.99000], [9345.91000, 1082.79000], [9343.80000, 1080.59000], [9339.80000, 1075.09000], [9336.41000, 1068.89000], [9329.41000, 1054.20000], [9155.41000, 1085.39000], [9158.01000, 1095.09000], [9162.20000, 1110.29000], [9166.30000, 1125.89000], [9167.51000, 1130.59000], [9170.10000, 1140.79000], [9173.70000, 1155.79000], [9177.01000, 1170.29000], [9182.30000, 1193.99000], [9424.30000, 1193.99000]]"
L0004,s000203,M0004,"[[4884.86000, 1228.48000], [4880.26000, 1228.38000], [4872.07000, 1228.08000], [4854.46000, 1227.38000], [4844.76000, 1226.98000], [4835.36000, 1226.58000], [4828.46000, 1226.28000], [4818.96000, 1225.88000], [4807.36000, 1225.28000], [4796.86000, 1224.78000], [4785.76000, 1224.18000], [4777.26000, 1223.78000], [4766.65000, 1223.28000], [4751.86000, 1222.48000], [4735.36000, 1221.88000], [4728.57000, 1221.68000], [4710.46000, 1221.38000], [4705.96000, 1221.28000], [4702.76000, 1221.18000], [4698.15000, 1221.18000], [4696.26000, 1221.08000], [4638.57000, 1221.08000], [4636.65000, 1221.18000], [4632.07000, 1221.18000], [4628.76000, 1221.28000], [4624.36000, 1221.38000], [4606.26000, 1221.68000], [4599.46000, 1221.88000], [4582.96000, 1222.48000], [4568.15000, 1223.28000], [4557.57000, 1223.78000], [4549.07000, 1224.18000], [4537.96000, 1224.78000], [4527.46000, 1225.28000], [4515.86000, 1225.88000], [4506.36000, 1226.28000], [4499.46000, 1226.58000], [4490.07000, 1226.98000], [4480.36000, 1227.38000], [4462.76000, 1228.08000], [4454.57000, 1228.38000], [4449.96000, 1228.58000], [4448.46000, 1228.58000], [4446.46000, 1228.68000], [4443.65000, 1228.88000], [4442.15000, 1229.08000], [4440.07000, 1229.38000], [4438.57000, 1229.68000], [4436.46000, 1230.28000], [4434.26000, 1230.98000], [4432.65000, 1231.78000], [4430.96000, 1232.68000], [4429.57000, 1233.58000], [4427.76000, 1234.98000], [4426.36000, 1236.38000], [4425.15000, 1237.68000], [4424.46000, 1238.48000], [4423.15000, 1240.18000], [4422.15000, 1241.78000], [4421.07000, 1243.68000], [4420.26000, 1245.28000], [4419.26000, 1247.28000], [4418.26000, 1249.88000], [4417.57000, 1251.58000], [4416.86000, 1253.68000], [4412.07000, 1267.38000], [4421.76000, 1271.38000], [4425.15000, 1272.78000], [4428.46000, 1274.08000], [4431.76000, 1275.28000], [4433.36000, 1275.78000], [4436.07000, 1276.67000], [4438.65000, 1277.58000], [4443.15000, 1278.78000], [4447.96000, 1279.98000], [4454.36000, 1281.17000], [4460.65000, 1281.98000], [4461.26000, 1282.08000], [4461.76000, 1282.08000], [4462.57000, 1282.17000], [4464.96000, 1282.38000], [4468.26000, 1282.67000], [4478.26000, 1282.88000], [4481.36000, 1282.88000], [4488.07000, 1282.67000], [4496.86000, 1282.28000], [4503.36000, 1281.88000], [4504.26000, 1281.88000], [4505.46000, 1281.78000], [4506.36000, 1281.67000], [4507.86000, 1281.58000], [4508.96000, 1281.48000], [4510.36000, 1281.48000], [4517.96000, 1280.88000], [4526.07000, 1280.28000], [4548.15000, 1278.58000], [4555.76000, 1277.98000], [4563.46000, 1277.28000], [4572.36000, 1276.67000], [4580.46000, 1276.18000], [4588.57000, 1275.78000], [4614.76000, 1274.88000], [4625.26000, 1274.78000], [4635.46000, 1274.78000], [4649.07000, 1274.68000], [4685.76000, 1274.68000], [4699.36000, 1274.78000], [4709.57000, 1274.78000], [4720.07000, 1274.88000], [4746.26000, 1275.78000], [4754.36000, 1276.18000], [4762.46000, 1276.67000], [4771.36000, 1277.28000], [4779.07000, 1277.98000], [4786.65000, 1278.58000], [4808.76000, 1280.28000], [4816.86000, 1280.88000], [4824.46000, 1281.48000], [4825.76000, 1281.48000], [4826.96000, 1281.58000], [4828.46000, 1281.67000], [4829.36000, 1281.78000], [4830.57000, 1281.88000], [4831.46000, 1281.88000], [4837.96000, 1282.28000], [4846.76000, 1282.67000], [4853.46000, 1282.88000], [4856.57000, 1282.88000], [4866.57000, 1282.67000], [4869.86000, 1282.38000], [4872.26000, 1282.17000], [4873.07000, 1282.08000], [4874.15000, 1282.08000], [4880.46000, 1281.17000], [4886.86000, 1279.98000], [4891.65000, 1278.78000], [4896.15000, 1277.58000], [4898.76000, 1276.67000], [4901.46000, 1275.78000], [4903.07000, 1275.28000], [4906.36000, 1274.08000], [4909.65000, 1272.78000], [4913.07000, 1271.38000], [4922.76000, 1267.38000], [4917.96000, 1253.68000], [4917.26000, 1251.58000], [4916.57000, 1249.88000], [4915.57000, 1247.28000], [4913.76000, 1243.68000], [4912.65000, 1241.78000], [4911.65000, 1240.18000], [4910.36000, 1238.48000], [4909.65000, 1237.68000], [4908.46000, 1236.38000], [4907.07000, 1234.98000], [4905.26000, 1233.58000], [4903.86000, 1232.68000], [4902.15000, 1231.78000], [4900.57000, 1230.98000], [4898.36000, 1230.28000], [4896.26000, 1229.68000], [4894.76000, 1229.38000], [4892.65000, 1229.08000], [4891.15000, 1228.88000], [4888.36000, 1228.68000], [4886.36000, 1228.58000], [4884.86000, 1228.48000]]"
L0004,s000204,M0004,"[[3485.21000, 904.97000], [3480.50000, 904.77000], [3472.42000, 904.47000], [3454.81000, 903.77000], [3445.00000, 903.37000], [3435.71000, 902.97000], [3428.81000, 902.66000], [3419.31000, 902.27000], [3407.71000, 901.66000], [3397.21000, 901.16000], [3386.00000, 900.66000], [3377.61000, 900.16000], [3367.00000, 899.66000], [3352.21000, 898.87000], [3335.71000, 898.27000], [3328.92000, 898.06000], [3310.81000, 897.77000], [3306.31000, 897.66000], [3303.11000, 897.66000], [3298.50000, 897.56000], [3296.61000, 897.47000], [3238.92000, 897.47000], [3237.00000, 897.56000], [3232.42000, 897.66000], [3229.11000, 897.66000], [3224.71000, 897.77000], [3206.61000, 898.06000], [3199.71000, 898.27000], [3183.31000, 898.87000], [3168.50000, 899.66000], [3157.92000, 900.16000], [3149.42000, 900.66000], [3138.31000, 901.16000], [3127.81000, 901.66000], [3116.21000, 902.27000], [3106.71000, 902.66000], [3099.81000, 902.97000], [3090.42000, 903.37000], [3080.71000, 903.77000], [3063.11000, 904.47000], [3054.92000, 904.77000], [3050.31000, 904.97000], [3048.81000, 904.97000], [3046.81000, 905.06000], [3044.00000, 905.27000], [3042.50000, 905.47000], [3040.42000, 905.77000], [3038.92000, 906.06000], [3036.71000, 906.66000], [3034.61000, 907.47000], [3033.00000, 908.16000], [3031.31000, 909.06000], [3029.92000, 909.97000], [3028.11000, 911.47000], [3026.71000, 912.77000], [3025.50000, 914.06000], [3024.81000, 914.87000], [3023.50000, 916.66000], [3022.50000, 918.16000], [3021.42000, 920.06000], [3020.50000, 921.66000], [3019.61000, 923.66000], [3018.61000, 926.27000], [3017.92000, 927.97000], [3017.21000, 930.06000], [3012.42000, 943.77000], [3022.11000, 947.77000], [3025.50000, 949.16000], [3028.81000, 950.47000], [3032.11000, 951.66000], [3033.61000, 952.27000], [3036.42000, 953.16000], [3039.00000, 953.97000], [3043.50000, 955.16000], [3048.31000, 956.37000], [3054.61000, 957.56000], [3061.00000, 958.47000], [3061.81000, 958.47000], [3062.11000, 958.56000], [3062.92000, 958.56000], [3065.31000, 958.77000], [3068.61000, 959.06000], [3078.61000, 959.37000], [3081.71000, 959.27000], [3088.42000, 959.06000], [3097.11000, 958.66000], [3103.71000, 958.27000], [3104.50000, 958.27000], [3105.81000, 958.16000], [3106.71000, 958.06000], [3108.21000, 957.97000], [3109.31000, 957.97000], [3110.71000, 957.87000], [3118.31000, 957.27000], [3126.42000, 956.66000], [3148.50000, 954.97000], [3156.11000, 954.37000], [3163.81000, 953.66000], [3172.71000, 953.06000], [3180.81000, 952.66000], [3188.92000, 952.16000], [3215.00000, 951.27000], [3229.11000, 951.27000], [3231.00000, 951.16000], [3235.81000, 951.16000], [3249.31000, 951.06000], [3286.11000, 951.06000], [3299.71000, 951.16000], [3304.50000, 951.16000], [3306.31000, 951.27000], [3320.42000, 951.27000], [3346.61000, 952.16000], [3354.61000, 952.66000], [3362.81000, 953.06000], [3371.71000, 953.66000], [3379.42000, 954.37000], [3387.00000, 954.97000], [3409.11000, 956.66000], [3417.21000, 957.27000], [3424.81000, 957.87000], [3426.11000, 957.97000], [3427.31000, 957.97000], [3428.81000, 958.06000], [3429.71000, 958.16000], [3430.92000, 958.27000], [3431.81000, 958.27000], [3438.31000, 958.66000], [3447.11000, 959.06000], [3453.71000, 959.27000], [3456.92000, 959.37000], [3466.92000, 959.06000], [3470.21000, 958.77000], [3472.50000, 958.56000], [3473.42000, 958.56000], [3473.61000, 958.47000], [3474.50000, 958.47000], [3480.81000, 957.56000], [3487.21000, 956.37000], [3492.00000, 955.16000], [3496.50000, 953.97000], [3499.11000, 953.16000], [3501.81000, 952.27000], [3503.42000, 951.66000], [3506.71000, 950.47000], [3510.00000, 949.16000], [3513.42000, 947.87000], [3523.00000, 943.77000], [3518.31000, 930.06000], [3517.50000, 927.97000], [3516.92000, 926.37000], [3515.81000, 923.66000], [3514.92000, 921.66000], [3514.11000, 920.06000], [3513.00000, 918.16000], [3512.00000, 916.66000], [3510.71000, 914.97000], [3510.00000, 914.06000], [3508.81000, 912.77000], [3507.42000, 911.47000], [3505.50000, 909.97000], [3504.21000, 909.16000], [3502.50000, 908.16000], [3500.81000, 907.47000], [3498.71000, 906.66000], [3496.61000, 906.06000], [3495.11000, 905.77000], [3492.92000, 905.47000], [3491.50000, 905.27000], [3488.61000, 905.06000], [3486.71000, 904.97000], [3485.21000, 904.97000]]"
L0004,s000205,M0004,"[[8682.08000, 1073.51000], [8667.78000, 1055.51000], [8508.97000, 1055.52000], [8508.97000, 1125.90000], [8645.97000, 1125.90000], [8645.97000, 1103.71000], [8665.37000, 1103.71000], [8682.97000, 1081.61000], [8682.97000, 1074.61000], [8682.08000, 1073.51000]]"
L0004,s000206,M0004,"[[1677.05000, 320.50000], [1635.34000, 320.50000], [1629.15000, 320.60000], [1622.95000, 320.60000], [1603.25000, 320.90000], [1601.55000, 320.90000], [1585.05000, 321.30000], [1568.75000, 321.80000], [1558.65000, 322.00000], [1557.15000, 322.00000], [1549.15000, 322.10000], [1539.65000, 322.10000], [1529.84000, 322.00000], [1523.34000, 321.80000], [1516.65000, 321.40000], [1515.75000, 321.30000], [1514.34000, 321.20000], [1514.05000, 321.20000], [1511.05000, 320.90000], [1510.15000, 320.80000], [1503.55000, 320.10000], [1496.84000, 319.20000], [1490.65000, 318.30000], [1484.45000, 317.20000], [1478.65000, 315.90000], [1474.15000, 314.80000], [1469.75000, 313.70000], [1465.34000, 312.40000], [1462.84000, 311.60000], [1446.95000, 306.60000], [1451.84000, 401.40000], [1463.84000, 399.60000], [1465.84000, 399.30000], [1468.05000, 398.90000], [1470.15000, 398.50000], [1472.55000, 398.10000], [1474.95000, 397.69000], [1477.65000, 397.30000], [1480.34000, 396.80000], [1486.05000, 395.90000], [1492.34000, 394.90000], [1498.55000, 393.90000], [1503.95000, 393.00000], [1513.65000, 391.40000], [1515.95000, 391.10000], [1517.65000, 390.90000], [1520.05000, 390.60000], [1520.95000, 390.40000], [1523.05000, 390.19000], [1533.05000, 389.00000], [1542.75000, 387.90000], [1552.34000, 386.69000], [1561.65000, 385.80000], [1579.75000, 384.30000], [1597.84000, 383.19000], [1607.15000, 383.00000], [1616.95000, 382.69000], [1626.45000, 382.30000], [1627.05000, 382.30000], [1631.25000, 382.19000], [1634.25000, 382.00000], [1641.55000, 381.90000], [1656.55000, 381.69000], [1670.65000, 381.69000], [1673.65000, 381.50000], [1680.34000, 381.50000], [1683.34000, 381.69000], [1697.45000, 381.69000], [1712.45000, 381.90000], [1719.75000, 382.00000], [1722.84000, 382.19000], [1726.95000, 382.30000], [1727.84000, 382.30000], [1737.05000, 382.69000], [1746.84000, 383.00000], [1756.25000, 383.19000], [1774.34000, 384.30000], [1792.34000, 385.80000], [1801.75000, 386.69000], [1811.25000, 387.90000], [1821.05000, 389.00000], [1830.95000, 390.19000], [1833.05000, 390.50000], [1834.05000, 390.60000], [1836.34000, 390.90000], [1838.05000, 391.10000], [1840.34000, 391.40000], [1850.05000, 393.00000], [1855.45000, 393.90000], [1861.65000, 394.90000], [1868.05000, 395.90000], [1873.65000, 396.80000], [1876.34000, 397.30000], [1879.05000, 397.69000], [1881.45000, 398.10000], [1883.95000, 398.50000], [1886.05000, 398.90000], [1888.15000, 399.30000], [1890.25000, 399.60000], [1902.15000, 401.40000], [1907.15000, 306.60000], [1891.15000, 311.60000], [1888.65000, 312.50000], [1884.25000, 313.70000], [1879.95000, 314.80000], [1875.34000, 315.90000], [1869.55000, 317.20000], [1863.45000, 318.30000], [1857.15000, 319.20000], [1850.55000, 320.10000], [1843.84000, 320.80000], [1843.05000, 320.90000], [1840.05000, 321.20000], [1839.65000, 321.20000], [1838.25000, 321.30000], [1837.34000, 321.40000], [1830.75000, 321.80000], [1824.15000, 322.00000], [1814.45000, 322.10000], [1804.84000, 322.10000], [1796.84000, 322.00000], [1795.34000, 322.00000], [1785.25000, 321.80000], [1768.95000, 321.30000], [1752.55000, 320.90000], [1750.75000, 320.90000], [1731.05000, 320.60000], [1724.84000, 320.60000], [1718.65000, 320.50000], [1677.05000, 320.50000]]"
L0004,s000207,M0004,"[[5827.25000, 1172.65000], [5827.25000, 1175.65000], [5827.54000, 1182.15000], [5828.95000, 1192.35000], [5831.14000, 1202.05000], [5832.64000, 1207.15000], [5834.35000, 1211.95000], [5838.04000, 1221.05000], [5842.25000, 1229.95000], [5847.35000, 1239.05000], [5858.64000, 1254.65000], [5864.95000, 1262.15000], [5871.14000, 1269.05000], [5877.54000, 1275.75000], [5884.14000, 1282.35000], [5896.85000, 1294.65000], [5921.95000, 1319.25000], [5931.14000, 1329.35000], [5939.75000, 1339.95000], [5947.54000, 1351.05000], [5951.95000, 1357.85000], [5956.14000, 1365.15000], [5960.25000, 1372.65000], [5964.25000, 1380.55000], [5974.85000, 1402.45000], [5996.45000, 1396.95000], [6005.14000, 1394.85000], [6013.04000, 1392.85000], [6021.64000, 1390.75000], [6030.45000, 1388.65000], [6039.54000, 1386.45000], [6061.75000, 1381.55000], [6084.35000, 1376.75000], [6106.75000, 1372.25000], [6141.45000, 1365.65000], [6176.04000, 1359.55000], [6210.95000, 1353.55000], [6285.45000, 1341.35000], [6359.85000, 1329.75000], [6443.04000, 1316.95000], [6443.04000, 1028.75000], [6359.85000, 1015.95000], [6285.45000, 1004.25000], [6210.95000, 992.15000], [6176.04000, 986.15000], [6141.45000, 979.95000], [6106.75000, 973.45000], [6084.35000, 968.95000], [6061.75000, 964.15000], [6039.54000, 959.15000], [6030.45000, 957.05000], [6021.64000, 954.95000], [6012.95000, 952.85000], [6005.25000, 950.85000], [6001.04000, 949.85000], [5975.14000, 943.35000], [5964.25000, 963.65000], [5960.25000, 970.75000], [5955.95000, 977.65000], [5951.64000, 984.15000], [5947.14000, 990.25000], [5942.35000, 995.85000], [5937.25000, 1001.45000], [5931.64000, 1006.95000], [5925.75000, 1012.65000], [5913.14000, 1024.25000], [5887.04000, 1050.05000], [5880.54000, 1057.15000], [5874.35000, 1064.25000], [5868.35000, 1071.55000], [5862.54000, 1079.15000], [5856.95000, 1087.05000], [5851.75000, 1095.15000], [5846.85000, 1103.65000], [5842.14000, 1112.45000], [5837.54000, 1123.25000], [5833.64000, 1134.15000], [5831.95000, 1140.05000], [5830.45000, 1145.95000], [5828.35000, 1157.35000], [5827.64000, 1163.55000], [5827.25000, 1169.65000], [5827.25000, 1172.65000]]"
